id,muni_nombre,sede_nombre,direccion,email,naju_nombre,grse_nombre,serv_nombre,latitude,longitude
4717,BARRANQUILLA,FISIOTERAPIAS CLAUDIA DIAZ B. I.P.S. S.A.S.,CR 51 B Nº 82 - 141,claudia_diazb@hotmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FISIOTERAPIA,10.9928851,-74.7942541
4718,BARRANQUILLA,servicio integral medico asistencial S.A.S.,calle 60 No.50-66,simasas60@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA OCUPACIONAL,10.9928851,-74.7942541
4719,BARRANQUILLA,servicio integral medico asistencial S.A.S.,calle 60 No.50-66,simasas60@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FISIOTERAPIA,10.9928851,-74.7942541
4720,BARRANQUILLA,servicio integral medico asistencial S.A.S.,calle 60 No.50-66,simasas60@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FONOAUDIOLOGÍA Y/O TERAPIA DEL LENGUAJE,11.0003585,-74.8138202
4721,BARRANQUILLA,servicio integral medico asistencial S.A.S.,calle 60 No.50-66,simasas60@gmail.com,Privada,Consulta Externa,PSICOLOGÍA,11.0169605,-74.8596905
4722,BARRANQUILLA,CARLOS ARTURO SILVERA REDONDO,CALLE 80 # 47 - 43 PISO 4 CONS 7C,silverca40@hotmail.com,Privada,Consulta Externa,GENÉTICA,11.0169605,-74.8596905
4723,BARRANQUILLA,CARLOS MANUEL MORENO SUAREZ,CARRERA 51B No.94-334 CONS 303,carlosmorenodr@gmail.com,Privada,Consulta Externa,MEDICINAS ALTERNATIVAS - HOMEOPATÍA,11.0053663,-74.81994730000001
4724,BARRANQUILLA,CARLOS MANUEL MORENO SUAREZ,CARRERA 51B No.94-334 CONS 303,carlosmorenodr@gmail.com,Privada,Consulta Externa,MEDICINAS ALTERNATIVAS - NEURALTERAPIA,11.0155028,-74.8280083
4725,BARRANQUILLA,ZOILA CAROLINA OSORIO OROZCO,CALLE 85 No. 50 - 37 Consultorio 810,zoilacarolinaosorio@hotmail.com,Privada,Consulta Externa,GINECOBSTETRICIA,11.0002613,-74.8126874
4726,BARRANQUILLA,MARTHA ISABEL LIZARAZO CARREÑO,Cra 55 No. 99 - 51 Local LM 002C Consultorio No. 18 Centro Comercial Mall Plaza,marthailiz2@hotmail.com,Privada,Consulta Externa,OFTALMOLOGÍA,10.9843347,-74.7963816
4727,BARRANQUILLA,CAROLINA PERTUZ CORTES,CARRERA 49 B N° 79-208,caropertuz@hotmail.com,Privada,Consulta Externa,PSIQUIATRÍA,10.9843347,-74.7963816
4728,BARRANQUILLA,DEFENSA CIVIL COLOMBIANA SECCIONAL ATLANTICO,CRA 41 # 58-10,sec.atlantico@defensacivil.gov.co,Pública,Otros Servicios,ATENCIÓN PREHOSPITALARIA,11.0002061,-74.8053372
4729,BARRANQUILLA,DEFENSA CIVIL COLOMBIANA SECCIONAL ATLANTICO,CRA 41 # 58-10,sec.atlantico@defensacivil.gov.co,Pública,Transporte Asistencial,TRANSPORTE ASISTENCIAL BÁSICO,11.0002061,-74.8053372
4730,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,CARRERA 52 N 74- 137,sig@cmci.com.co,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA OCUPACIONAL,11.0002061,-74.8053372
4731,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,CARRERA 52 N 74- 137,sig@cmci.com.co,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FISIOTERAPIA,10.989888,-74.7918518
4732,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,CARRERA 52 N 74- 137,sig@cmci.com.co,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FONOAUDIOLOGÍA Y/O TERAPIA DEL LENGUAJE,10.989888,-74.7918518
4733,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,CALLE 55 # 46- 63,sig@cmci.com.co,Privada,Apoyo Diagnóstico y Complementación Terapéutica,SERVICIO FARMACÉUTICO,10.989888,-74.7918518
4734,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,CALLE 55 # 46- 63,sig@cmci.com.co,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA OCUPACIONAL,10.9849471,-74.7992816
4735,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,CALLE 55 # 46- 63,sig@cmci.com.co,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FISIOTERAPIA,10.9849471,-74.7992816
4736,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,Cra 41#63-43,sig@cmci.com.co,Privada,Apoyo Diagnóstico y Complementación Terapéutica,SERVICIO FARMACÉUTICO,10.9849471,-74.7992816
4737,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,Cra 41#63-43,sig@cmci.com.co,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA OCUPACIONAL,10.9849471,-74.7992816
4738,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,Cra 41#63-43,sig@cmci.com.co,Privada,Consulta Externa,PSICOLOGÍA,10.989888,-74.7918518
4739,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,Cra 41#63-43,sig@cmci.com.co,Privada,Consulta Externa,OTRAS CONSULTAS DE ESPECIALIDAD,10.989888,-74.7918518
4740,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,CALLE 55 # 46- 63,sig@cmci.com.co,Privada,Consulta Externa,ENFERMERÍA,10.989888,-74.7918518
4741,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,CALLE 55 # 46- 63,sig@cmci.com.co,Privada,Consulta Externa,PSICOLOGÍA,11.0002061,-74.8053372
4742,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,CALLE 55 # 46- 63,sig@cmci.com.co,Privada,Consulta Externa,OTRAS CONSULTAS DE ESPECIALIDAD,11.0002061,-74.8053372
4743,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,CARRERA 52 N 74- 137,sig@cmci.com.co,Privada,Consulta Externa,ENFERMERÍA,11.0002061,-74.8053372
4744,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,CARRERA 52 N 74- 137,sig@cmci.com.co,Privada,Consulta Externa,MEDICINA GENERAL,11.0002061,-74.8053372
4745,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,CARRERA 52 N 74- 137,sig@cmci.com.co,Privada,Consulta Externa,PSICOLOGÍA,11.0002061,-74.8053372
4746,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,CARRERA 52 N 74- 137,sig@cmci.com.co,Privada,Consulta Externa,PSIQUIATRÍA,11.0002061,-74.8053372
4747,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,CARRERA 52 N 74- 137,sig@cmci.com.co,Privada,Consulta Externa,OTRAS CONSULTAS DE ESPECIALIDAD,10.989888,-74.7918518
4748,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,CARRERA 52 N 74- 137,sig@cmci.com.co,Privada,Consulta Externa,NEUROPEDIATRÍA,10.989888,-74.7918518
4749,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,CALLE 55 # 46- 63,sig@cmci.com.co,Privada,Internación,HOSPITALIZACIÓN EN SALUD MENTAL,10.989888,-74.7918518
4750,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,CALLE 55 # 46- 63,sig@cmci.com.co,Privada,Internación,HOSPITALIZACIÓN PARCIAL,10.9849471,-74.7992816
4751,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,CALLE 55 # 46- 63,sig@cmci.com.co,Privada,Internación,HOSPITALIZACIÓN EN CONSUMO DE SUSTANCIAS PSICOACTIVAS,10.9849471,-74.7992816
4752,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,Cra 41#63-43,sig@cmci.com.co,Privada,Internación,HOSPITALIZACIÓN EN SALUD MENTAL,10.9849471,-74.7992816
4753,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,Cra 41#63-43,sig@cmci.com.co,Privada,Internación,HOSPITALIZACIÓN PARCIAL,11.011105,-74.82811020000001
4754,BARRANQUILLA,CENTRO MEDICO COGNITIVO E INVESTIGACION SAS,Cra 41#63-43,sig@cmci.com.co,Privada,Internación,HOSPITALIZACIÓN EN CONSUMO DE SUSTANCIAS PSICOACTIVAS,10.9828292,-74.778251
4755,BARRANQUILLA,ELIANA ALEJANDRA ZEQUEIRA LONDOÑO,CARRERA 51B No.94-334 CONS 311,elizequeira@hotmail.com,Privada,Consulta Externa,ODONTOLOGÍA GENERAL,11.0049926,-74.819729
4756,BARRANQUILLA,ELIANA ALEJANDRA ZEQUEIRA LONDOÑO,CARRERA 44 No.34-31A EDIF COLSEGURO OFIC 9G,elizequeira@hotmail.com,Privada,Consulta Externa,ODONTOLOGÍA GENERAL,11.0049926,-74.819729
4757,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TOMA DE MUESTRAS DE LABORATORIO CLÍNICO,11.0049926,-74.819729
4758,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA OCUPACIONAL,11.0049926,-74.819729
4759,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA RESPIRATORIA,11.0049926,-74.819729
4760,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FISIOTERAPIA,11.0049926,-74.819729
4761,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FONOAUDIOLOGÍA Y/O TERAPIA DEL LENGUAJE,11.0049926,-74.819729
4762,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLÓGICAS,11.0049926,-74.819729
4763,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Consulta Externa,CARDIOLOGÍA,11.0049926,-74.819729
4764,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Consulta Externa,DERMATOLOGÍA,11.0049926,-74.819729
4765,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Consulta Externa,ENDOCRINOLOGÍA,11.0049926,-74.819729
4766,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Consulta Externa,ENFERMERÍA,11.0049926,-74.819729
4767,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Consulta Externa,GINECOBSTETRICIA,11.0049926,-74.819729
4768,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Consulta Externa,MEDICINA FÍSICA Y DEL DEPORTE,11.0049926,-74.819729
4769,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Consulta Externa,MEDICINA GENERAL,11.0049926,-74.819729
4770,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Consulta Externa,MEDICINA INTERNA,11.0049926,-74.819729
4771,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Consulta Externa,NEUMOLOGÍA,11.0049926,-74.819729
4772,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Consulta Externa,NEUROLOGÍA,11.0049926,-74.819729
4773,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Consulta Externa,NUTRICIÓN Y DIETÉTICA,11.0049926,-74.819729
4774,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Consulta Externa,ORTOPEDIA Y/O TRAUMATOLOGÍA,11.0049926,-74.819729
4775,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Consulta Externa,PEDIATRÍA,11.0049926,-74.819729
4776,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Consulta Externa,PSICOLOGÍA,11.0049926,-74.819729
4777,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Consulta Externa,PSIQUIATRÍA,11.0049926,-74.819729
4778,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Consulta Externa,UROLOGÍA,11.0049926,-74.819729
4779,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Consulta Externa,VACUNACIÓN,11.0049926,-74.819729
4780,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Internación,HOSPITALIZACIÓN ADULTOS,11.0036112,-74.8052251
4781,BARRANQUILLA,UNIDAD INTEGRAL EN SALUD NORTE BARRANQUILLA,CALLE 85 No.50-08,pastor.aldana@christus.co,Privada,Internación,HOSPITALIZACIÓN PACIENTE CRÓNICO SIN VENTILADOR,11.0059153,-74.81950719999999
4782,BARRANQUILLA,CONSUSALUD DEL CARIBE IPS LTDA,Calle 76 N° 54 - 11 piso 9 oficina 907 Edf. World Trade Center,gerencia@consusalud.co,Privada,Consulta Externa,ENFERMERÍA,11.0059153,-74.81950719999999
4783,BARRANQUILLA,SALUD OCUPACIONAL SANITAS AGENCIA BARRANQUILLA,CL 85 50 159 PI 6 OF 608 609,sfiguero@colsanitas.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FONOAUDIOLOGÍA Y/O TERAPIA DEL LENGUAJE,11.0059153,-74.81950719999999
4784,BARRANQUILLA,SALUD OCUPACIONAL SANITAS AGENCIA BARRANQUILLA,CL 85 50 159 PI 6 OF 608 609,sfiguero@colsanitas.com,Privada,Consulta Externa,NEUMOLOGÍA,11.0059153,-74.81950719999999
4785,BARRANQUILLA,SALUD OCUPACIONAL SANITAS AGENCIA BARRANQUILLA,CL 85 50 159 PI 6 OF 608 609,sfiguero@colsanitas.com,Privada,Consulta Externa,OPTOMETRÍA,11.0003585,-74.8138202
4786,BARRANQUILLA,SALUD OCUPACIONAL SANITAS AGENCIA BARRANQUILLA,CL 85 50 159 PI 6 OF 608 609,sfiguero@colsanitas.com,Privada,Consulta Externa,MEDICINA DEL TRABAJO Y MEDICINA LABORAL,11.0042851,-74.81324359999999
4787,BARRANQUILLA,Monica Patricia Villa Barros,Calle 80 No 47-43  consultorio 8A   2do piso,monicap_villa@yahoo.com,Privada,Consulta Externa,REHABILITACIÓN ORAL,10.9494245,-74.8001226
4788,BARRANQUILLA,TELMIS YANIRA PIMIENTA ROJAS,CRA 51b # 80 - 58 Cons 408,telmispimienta@hotmail.com,Privada,Consulta Externa,PERIODONCIA,10.9494245,-74.8001226
4789,BARRANQUILLA,BEHAVIORAL CENTER IPS S.A.S.,CALLE 45 No.9B-15,behavioralcncips@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,SERVICIO FARMACÉUTICO,10.9494245,-74.8001226
4790,BARRANQUILLA,BEHAVIORAL CENTER IPS S.A.S.,CALLE 45 No.9B-15,behavioralcncips@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,ELECTRODIAGNÓSTICO,10.9507086,-74.7997226
4791,BARRANQUILLA,BEHAVIORAL CENTER IPS S.A.S.,CALLE 45 No.9B-15,behavioralcncips@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA OCUPACIONAL,10.9507086,-74.7997226
4792,BARRANQUILLA,BEHAVIORAL CENTER IPS- SEDE MUJERES,CALLE 45 # 10 - 05,behavioralcncips@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,SERVICIO FARMACÉUTICO,10.9507086,-74.7997226
4793,BARRANQUILLA,BEHAVIORAL CENTER IPS- SEDE MUJERES,CALLE 45 # 10 - 05,behavioralcncips@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA OCUPACIONAL,10.9507086,-74.7997226
4794,BARRANQUILLA,BEHAVIORAL CENTER IPS- SEDE MUJERES,CALLE 45 # 10 - 05,behavioralcncips@gmail.com,Privada,Consulta Externa,MEDICINA GENERAL,10.9507086,-74.7997226
4795,BARRANQUILLA,BEHAVIORAL CENTER IPS- SEDE MUJERES,CALLE 45 # 10 - 05,behavioralcncips@gmail.com,Privada,Consulta Externa,PSICOLOGÍA,10.9494245,-74.8001226
4796,BARRANQUILLA,BEHAVIORAL CENTER IPS- SEDE MUJERES,CALLE 45 # 10 - 05,behavioralcncips@gmail.com,Privada,Consulta Externa,PSIQUIATRÍA,10.9494245,-74.8001226
4797,BARRANQUILLA,BEHAVIORAL CENTER IPS S.A.S.,CALLE 45 No.9B-15,behavioralcncips@gmail.com,Privada,Consulta Externa,MEDICINA GENERAL,10.9494245,-74.8001226
4798,BARRANQUILLA,BEHAVIORAL CENTER IPS S.A.S.,CALLE 45 No.9B-15,behavioralcncips@gmail.com,Privada,Consulta Externa,PSICOLOGÍA,10.9494245,-74.8001226
4799,BARRANQUILLA,BEHAVIORAL CENTER IPS S.A.S.,CALLE 45 No.9B-15,behavioralcncips@gmail.com,Privada,Consulta Externa,PSIQUIATRÍA,10.9494245,-74.8001226
4800,BARRANQUILLA,BEHAVIORAL CENTER IPS S.A.S.,CALLE 45 No.9B-15,behavioralcncips@gmail.com,Privada,Consulta Externa,OTRAS CONSULTAS DE ESPECIALIDAD,10.9494245,-74.8001226
4801,BARRANQUILLA,BEHAVIORAL CENTER IPS S.A.S.,CALLE 45 No.9B-15,behavioralcncips@gmail.com,Privada,Consulta Externa,CONSULTA PRIORITARIA,10.9494245,-74.8001226
4802,BARRANQUILLA,BEHAVIORAL CENTER IPS S.A.S.,CALLE 45 No.9B-15,behavioralcncips@gmail.com,Privada,Internación,INTERNACIÓN PARCIAL EN HOSPITAL,10.9494245,-74.8001226
4803,BARRANQUILLA,BEHAVIORAL CENTER IPS S.A.S.,CALLE 45 No.9B-15,behavioralcncips@gmail.com,Privada,Internación,HOSPITALIZACIÓN EN UNIDAD DE SALUD MENTAL,10.9494245,-74.8001226
4804,BARRANQUILLA,BEHAVIORAL CENTER IPS S.A.S.,CALLE 45 No.9B-15,behavioralcncips@gmail.com,Privada,Internación,INTERNACIÓN HOSPITALARIA CONSUMIDOR DE SUSTANCIAS PSICOACTIVAS,10.9507086,-74.7997226
4805,BARRANQUILLA,BEHAVIORAL CENTER IPS S.A.S.,CALLE 45 No.9B-15,behavioralcncips@gmail.com,Privada,Internación,INTERNACIÓN PARCIAL CONSUMIDOR DE SUSTANCIAS PSICOACTIVAS,10.9507086,-74.7997226
4806,BARRANQUILLA,BEHAVIORAL CENTER IPS- SEDE MUJERES,CALLE 45 # 10 - 05,behavioralcncips@gmail.com,Privada,Internación,HOSPITALIZACIÓN EN SALUD MENTAL,10.9507086,-74.7997226
4807,BARRANQUILLA,BEHAVIORAL CENTER IPS- SEDE MUJERES,CALLE 45 # 10 - 05,behavioralcncips@gmail.com,Privada,Internación,HOSPITALIZACIÓN PARCIAL,10.9507086,-74.7997226
4808,BARRANQUILLA,BEHAVIORAL CENTER IPS- SEDE MUJERES,CALLE 45 # 10 - 05,behavioralcncips@gmail.com,Privada,Internación,HOSPITALIZACIÓN EN CONSUMO DE SUSTANCIAS PSICOACTIVAS,10.9494245,-74.8001226
4809,BARRANQUILLA,BEHAVIORAL CENTER IPS- SEDE MUJERES,CALLE 45 # 10 - 05,behavioralcncips@gmail.com,Privada,Internación,CUIDADO BÁSICO DEL CONSUMO DE SUSTANCIAS PSICOACTIVAS,10.9494245,-74.8001226
4810,BARRANQUILLA,BEHAVIORAL CENTER IPS S.A.S.,CALLE 45 No.9B-15,behavioralcncips@gmail.com,Privada,Otros Servicios,ATENCIÓN A CONSUMIDOR DE SUSTANCIAS PSICOACTIVAS,10.960255,-74.8004033
4811,BARRANQUILLA,BEHAVIORAL CENTER IPS S.A.S.,CALLE 45 No.9B-15,behavioralcncips@gmail.com,Privada,Otros Servicios,ATENCIÓN INSTITUCIONAL NO HOSPITALARIA AL CONSUMIDOR DE SUSTANCIAS PSICOACTIVAS,11.0007088,-74.82084689999999
4812,BARRANQUILLA,DIGIDENT CORDIALIDAD S.A.S.,CALLE 47 No.16-134 LOCAL 1,digidentcordialidad@digident.com.co,Privada,Apoyo Diagnóstico y Complementación Terapéutica,RADIOLOGÍA ODONTOLÓGICA,11.0011322,-74.8117354
4813,BARRANQUILLA,CARLOS ALBERTO CALA CALA,CARRERA 44 #84-178,ymiglesias@hotmail.com,Privada,Consulta Externa,CIRUGÍA PLÁSTICA Y ESTÉTICA,11.0011322,-74.8117354
4814,BARRANQUILLA,ASOCIACIÓN DE PROFESIONALES ANESTESIÓLOGOS PERMANENTES,CARRERA 50 # 79 - 121,gerencia@asociacionap.org,Privada,Consulta Externa,ANESTESIA,11.0020165,-74.8126722
4815,BARRANQUILLA,ASOCIACIÓN DE PROFESIONALES ANESTESIÓLOGOS PERMANENTES,CARRERA 50 # 79 - 121,gerencia@asociacionap.org,Privada,Consulta Externa,DOLOR Y CUIDADOS PALIATIVOS,11.01443,-74.81338509999999
4816,BARRANQUILLA,NEUROCIRUGIA ASOCIADA LTDA,CARRERA 50 NO.80-18,drnestortaboada@yahoo.es,Privada,Consulta Externa,NEUROCIRUGÍA,11.01443,-74.81338509999999
4817,BARRANQUILLA,GRUPO CENTRO DE NEUROREHABILITACION Y APRENDIZAJE S.A.S GRUPOCENAP,CRA 64B 85 132,valbetan@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA OCUPACIONAL,11.01443,-74.81338509999999
4818,BARRANQUILLA,GRUPO CENTRO DE NEUROREHABILITACION Y APRENDIZAJE S.A.S GRUPOCENAP,CRA 64B 85 132,valbetan@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FISIOTERAPIA,11.01443,-74.81338509999999
4819,BARRANQUILLA,GRUPO CENTRO DE NEUROREHABILITACION Y APRENDIZAJE S.A.S GRUPOCENAP,CRA 64B 85 132,valbetan@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FONOAUDIOLOGÍA Y/O TERAPIA DEL LENGUAJE,11.0001221,-74.80405309999999
4820,BARRANQUILLA,GRUPO CENTRO DE NEUROREHABILITACION Y APRENDIZAJE S.A.S GRUPOCENAP,CRA 64B 85 132,valbetan@gmail.com,Privada,Consulta Externa,PSICOLOGÍA,11.0001221,-74.80405309999999
4821,BARRANQUILLA,CENTRO ELECTRO AUDITIVO NACIONAL AL SERVICIO DE LA REHABILITACION LIMITADA,KR 53 No. 74 - 49 L 2,barranquilla@oticoncolombia.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FONOAUDIOLOGÍA Y/O TERAPIA DEL LENGUAJE,11.0001221,-74.80405309999999
4822,BARRANQUILLA,CENTRO ELECTRO AUDITIVO NACIONAL AL SERVICIO DE LA REHABILITACION LIMITADA,KR 53 No. 74 - 49 L 2,barranquilla@oticoncolombia.com,Privada,Consulta Externa,OTORRINOLARINGOLOGÍA,10.942837,-74.7875354
4823,BARRANQUILLA,CENTRO ELECTRO AUDITIVO NACIONAL AL SERVICIO DE LA REHABILITACION LIMITADA,KR 53 No. 74 - 49 L 2,barranquilla@oticoncolombia.com,Privada,Consulta Externa,OTRAS CONSULTAS DE ESPECIALIDAD,10.942837,-74.7875354
4824,BARRANQUILLA,IPS FUNCOLS SAS SEDE 2,Cra 6B N. 33B58,funcolsips@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,LABORATORIO CLÍNICO,10.942837,-74.7875354
4825,BARRANQUILLA,IPS FUNCOLS SAS SEDE 2,Cra 6B N. 33B58,funcolsips@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TOMA DE MUESTRAS DE LABORATORIO CLÍNICO,10.942837,-74.7875354
4826,BARRANQUILLA,IPS FUNCOLS SAS SEDE 2,Cra 6B N. 33B58,funcolsips@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,SERVICIO FARMACÉUTICO,10.942837,-74.7875354
4827,BARRANQUILLA,IPS FUNCOLS SAS SEDE 2,Cra 6B N. 33B58,funcolsips@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA OCUPACIONAL,10.942837,-74.7875354
4828,BARRANQUILLA,IPS FUNCOLS SAS SEDE 2,Cra 6B N. 33B58,funcolsips@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA RESPIRATORIA,10.942837,-74.7875354
4829,BARRANQUILLA,IPS FUNCOLS SAS SEDE 2,Cra 6B N. 33B58,funcolsips@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FISIOTERAPIA,10.942837,-74.7875354
4830,BARRANQUILLA,IPS FUNCOLS SAS SEDE 2,Cra 6B N. 33B58,funcolsips@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FONOAUDIOLOGÍA Y/O TERAPIA DEL LENGUAJE,10.942837,-74.7875354
4831,BARRANQUILLA,IPS FUNCOLS SAS SEDE 2,Cra 6B N. 33B58,funcolsips@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,IMÁGENES DIAGNOSTICAS - IONIZANTES,10.9778922,-74.7816509
4832,BARRANQUILLA,IPS FUNCOLS SAS SEDE 2,Cra 6B N. 33B58,funcolsips@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,IMÁGENES DIAGNOSTICAS - NO IONIZANTES,10.9778922,-74.7816509
